step,timestamp,client_id,base_station_id,slice,active,app_type,x,y
7,2025-05-27 18:59:12,15,5,URLLC,1,industrial automation,133.08559236397713,623.2031223788631
7,2025-05-27 18:59:12,16,1,eMBB,1,video streaming,204.37300838695077,898.5647707232984
7,2025-05-27 18:59:12,17,5,eMBB,1,AR/VR,186.0896348955015,831.8450688294494
7,2025-05-27 18:59:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
7,2025-05-27 18:59:12,19,4,eMBB,1,video streaming,549.4646393911031,794.1066144738135
7,2025-05-27 18:59:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
7,2025-05-27 18:59:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
7,2025-05-27 18:59:12,22,3,URLLC,1,industrial automation,793.0497427706287,506.45664987260943
7,2025-05-27 18:59:12,23,5,eMBB,1,file download,162.5793144030532,765.6359361463635
7,2025-05-27 18:59:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
7,2025-05-27 18:59:12,25,4,mMTC,1,smart meters,409.4890700688706,676.4634701241167
7,2025-05-27 18:59:12,26,4,mMTC,1,IoT sensors,547.8993225449755,740.6416954902945
7,2025-05-27 18:59:12,27,4,URLLC,1,remote surgery,485.03849794189455,686.0960863738152
7,2025-05-27 18:59:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
7,2025-05-27 18:59:12,29,4,eMBB,0,file download,453.48063775312994,656.0235368006962
7,2025-05-27 18:59:12,30,0,mMTC,1,IoT sensors,493.7244831673417,240.42651583674532
7,2025-05-27 18:59:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
7,2025-05-27 18:59:12,32,2,URLLC,1,industrial automation,250.67689148361828,241.81137455769476
7,2025-05-27 18:59:12,33,5,URLLC,1,remote surgery,358.5467089828353,811.5912135497776
7,2025-05-27 18:59:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
7,2025-05-27 18:59:12,35,0,eMBB,1,file download,620.7739595440195,126.46349379531284
7,2025-05-27 18:59:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
7,2025-05-27 18:59:12,37,2,mMTC,1,IoT sensors,199.30664514045125,296.78656618209277
7,2025-05-27 18:59:12,38,3,URLLC,0,remote surgery,778.6861543946578,390.6985160140813
7,2025-05-27 18:59:12,39,4,eMBB,1,AR/VR,442.7753382942839,635.306373880955
8,2025-05-27 19:04:12,0,2,mMTC,1,smart meters,132.18769381878852,285.1655539831262
8,2025-05-27 19:04:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
8,2025-05-27 19:04:12,2,4,URLLC,1,industrial automation,504.3432369077163,643.9808245478704
8,2025-05-27 19:04:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
8,2025-05-27 19:04:12,4,4,mMTC,1,asset tracking,421.43417713232185,646.9475672550288
8,2025-05-27 19:04:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
8,2025-05-27 19:04:12,6,0,mMTC,1,asset tracking,684.0472884385007,172.20569192481696
8,2025-05-27 19:04:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
8,2025-05-27 19:04:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
8,2025-05-27 19:04:12,9,2,eMBB,1,file download,131.9508515505262,325.5841103877705
8,2025-05-27 19:04:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
8,2025-05-27 19:04:12,11,1,eMBB,1,video streaming,118.42174614915913,767.1381746701835
8,2025-05-27 19:04:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
8,2025-05-27 19:04:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
8,2025-05-27 19:04:12,14,0,eMBB,1,video streaming,522.7658964181913,164.54233508032
8,2025-05-27 19:04:12,15,5,URLLC,1,industrial automation,133.08559236397713,623.2031223788631
8,2025-05-27 19:04:12,16,1,eMBB,1,video streaming,204.37300838695077,898.5647707232984
8,2025-05-27 19:04:12,17,5,eMBB,1,AR/VR,186.0896348955015,831.8450688294494
8,2025-05-27 19:04:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
8,2025-05-27 19:04:12,19,4,eMBB,1,video streaming,549.4646393911031,794.1066144738135
8,2025-05-27 19:04:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
8,2025-05-27 19:04:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
8,2025-05-27 19:04:12,22,3,URLLC,1,industrial automation,793.0497427706287,506.45664987260943
8,2025-05-27 19:04:12,23,5,eMBB,1,file download,162.5793144030532,765.6359361463635
8,2025-05-27 19:04:12,24,4,eMBB,0,file download,436.80285321817666,751.4632730310256
8,2025-05-27 19:04:12,25,4,mMTC,1,smart meters,409.4890700688706,676.4634701241167
8,2025-05-27 19:04:12,26,4,mMTC,1,IoT sensors,547.8993225449755,740.6416954902945
8,2025-05-27 19:04:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
8,2025-05-27 19:04:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
8,2025-05-27 19:04:12,29,4,eMBB,1,file download,453.48063775312994,656.0235368006962
8,2025-05-27 19:04:12,30,0,mMTC,1,IoT sensors,493.7244831673417,240.42651583674532
8,2025-05-27 19:04:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
8,2025-05-27 19:04:12,32,2,URLLC,1,industrial automation,250.67689148361828,241.81137455769476
8,2025-05-27 19:04:12,33,5,URLLC,1,remote surgery,358.5467089828353,811.5912135497776
8,2025-05-27 19:04:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
8,2025-05-27 19:04:12,35,0,eMBB,1,file download,620.7739595440195,126.46349379531284
8,2025-05-27 19:04:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
8,2025-05-27 19:04:12,37,2,mMTC,1,IoT sensors,199.30664514045125,296.78656618209277
8,2025-05-27 19:04:12,38,3,URLLC,1,remote surgery,778.834220260766,391.17315163802175
8,2025-05-27 19:04:12,39,4,eMBB,0,AR/VR,442.7753382942839,635.306373880955
9,2025-05-27 19:09:12,0,2,mMTC,1,smart meters,132.18769381878852,285.1655539831262
9,2025-05-27 19:09:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
9,2025-05-27 19:09:12,2,4,URLLC,1,industrial automation,503.1456209604653,645.8522387130404
9,2025-05-27 19:09:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
9,2025-05-27 19:09:12,4,4,mMTC,1,asset tracking,419.9538517634864,644.7720792481663
9,2025-05-27 19:09:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
9,2025-05-27 19:09:12,6,0,mMTC,1,asset tracking,683.6993910856955,172.58110426323705
9,2025-05-27 19:09:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
9,2025-05-27 19:09:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
9,2025-05-27 19:09:12,9,2,eMBB,1,file download,133.55489613705262,328.85670969262566
9,2025-05-27 19:09:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
9,2025-05-27 19:09:12,11,1,eMBB,1,video streaming,118.45708638249909,767.1402576667235
9,2025-05-27 19:09:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
9,2025-05-27 19:09:12,13,1,eMBB,0,file download,136.1079701457786,731.1849582405754
9,2025-05-27 19:09:12,14,0,eMBB,1,video streaming,523.0528701019074,164.8191514254324
9,2025-05-27 19:09:12,15,5,URLLC,0,industrial automation,133.08559236397713,623.2031223788631
9,2025-05-27 19:09:12,16,1,eMBB,1,video streaming,201.6336728323485,900.9873806026801
9,2025-05-27 19:09:12,17,5,eMBB,1,AR/VR,186.0896348955015,831.8450688294494
9,2025-05-27 19:09:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
9,2025-05-27 19:09:12,19,4,eMBB,1,video streaming,549.3183443336119,794.0264950164259
9,2025-05-27 19:09:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
9,2025-05-27 19:09:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
9,2025-05-27 19:09:12,22,3,URLLC,1,industrial automation,794.3546936259544,506.1177682197551
9,2025-05-27 19:09:12,23,5,eMBB,1,file download,163.8011151385347,762.8512392816492
9,2025-05-27 19:09:12,24,4,eMBB,1,file download,433.2628112296423,746.5254578141452
9,2025-05-27 19:09:12,25,4,mMTC,1,smart meters,409.39644840254135,676.4828191640132
9,2025-05-27 19:09:12,26,4,mMTC,1,IoT sensors,552.7282014396146,735.4881648032435
9,2025-05-27 19:09:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
9,2025-05-27 19:09:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
9,2025-05-27 19:09:12,29,4,eMBB,1,file download,453.16788354644615,657.4175642403559
9,2025-05-27 19:09:12,30,0,mMTC,1,IoT sensors,494.25823568071297,236.05964157805198
9,2025-05-27 19:09:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
9,2025-05-27 19:09:12,32,2,URLLC,1,industrial automation,245.54175735507084,242.61770554163172
9,2025-05-27 19:09:12,33,5,URLLC,1,remote surgery,354.2424606916313,813.044368992621
9,2025-05-27 19:09:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
9,2025-05-27 19:09:12,35,0,eMBB,1,file download,622.8326942795599,127.7688205866179
9,2025-05-27 19:09:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
9,2025-05-27 19:09:12,37,2,mMTC,1,IoT sensors,199.4995124668718,296.60654982755256
9,2025-05-27 19:09:12,38,3,URLLC,1,remote surgery,778.834220260766,391.17315163802175
9,2025-05-27 19:09:12,39,4,eMBB,0,AR/VR,442.7753382942839,635.306373880955
10,2025-05-27 19:14:12,0,2,mMTC,1,smart meters,132.18769381878852,285.1655539831262
10,2025-05-27 19:14:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
10,2025-05-27 19:14:12,2,4,URLLC,1,industrial automation,503.1456209604653,645.8522387130404
10,2025-05-27 19:14:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
10,2025-05-27 19:14:12,4,4,mMTC,1,asset tracking,419.9538517634864,644.7720792481663
10,2025-05-27 19:14:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
10,2025-05-27 19:14:12,6,0,mMTC,1,asset tracking,683.6993910856955,172.58110426323705
10,2025-05-27 19:14:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
10,2025-05-27 19:14:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
10,2025-05-27 19:14:12,9,2,eMBB,1,file download,133.55489613705262,328.85670969262566
10,2025-05-27 19:14:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
10,2025-05-27 19:14:12,11,1,eMBB,1,video streaming,118.45708638249909,767.1402576667235
10,2025-05-27 19:14:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
10,2025-05-27 19:14:12,13,1,eMBB,1,file download,134.8675536260363,729.5811769509224
10,2025-05-27 19:14:12,14,0,eMBB,1,video streaming,523.0528701019074,164.8191514254324
10,2025-05-27 19:14:12,15,5,URLLC,0,industrial automation,133.08559236397713,623.2031223788631
10,2025-05-27 19:14:12,16,1,eMBB,1,video streaming,201.6336728323485,900.9873806026801
10,2025-05-27 19:14:12,17,5,eMBB,1,AR/VR,186.5639429801725,833.3846273777891
10,2025-05-27 19:14:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
10,2025-05-27 19:14:12,19,4,eMBB,1,video streaming,549.3183443336119,794.0264950164259
10,2025-05-27 19:14:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
10,2025-05-27 19:14:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
10,2025-05-27 19:14:12,22,3,URLLC,1,industrial automation,794.3546936259544,506.1177682197551
10,2025-05-27 19:14:12,23,5,eMBB,1,file download,163.8011151385347,762.8512392816492
10,2025-05-27 19:14:12,24,4,eMBB,1,file download,433.2628112296423,746.5254578141452
10,2025-05-27 19:14:12,25,4,mMTC,1,smart meters,409.39644840254135,676.4828191640132
10,2025-05-27 19:14:12,26,4,mMTC,1,IoT sensors,552.7282014396146,735.4881648032435
10,2025-05-27 19:14:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
10,2025-05-27 19:14:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
10,2025-05-27 19:14:12,29,4,eMBB,1,file download,453.16788354644615,657.4175642403559
10,2025-05-27 19:14:12,30,0,mMTC,1,IoT sensors,494.25823568071297,236.05964157805198
10,2025-05-27 19:14:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
10,2025-05-27 19:14:12,32,2,URLLC,1,industrial automation,245.54175735507084,242.61770554163172
10,2025-05-27 19:14:12,33,5,URLLC,1,remote surgery,354.2424606916313,813.044368992621
10,2025-05-27 19:14:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
10,2025-05-27 19:14:12,35,0,eMBB,1,file download,622.8326942795599,127.7688205866179
10,2025-05-27 19:14:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
10,2025-05-27 19:14:12,37,2,mMTC,1,IoT sensors,199.4995124668718,296.60654982755256
10,2025-05-27 19:14:12,38,3,URLLC,1,remote surgery,778.834220260766,391.17315163802175
10,2025-05-27 19:14:12,39,4,eMBB,0,AR/VR,442.7753382942839,635.306373880955
11,2025-05-27 19:19:12,0,2,mMTC,1,smart meters,129.07328631118932,290.00217788885084
11,2025-05-27 19:19:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
11,2025-05-27 19:19:12,2,4,URLLC,1,industrial automation,503.1456209604653,645.8522387130404
11,2025-05-27 19:19:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
11,2025-05-27 19:19:12,4,4,mMTC,1,asset tracking,419.9538517634864,644.7720792481663
11,2025-05-27 19:19:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
11,2025-05-27 19:19:12,6,0,mMTC,1,asset tracking,683.6993910856955,172.58110426323705
11,2025-05-27 19:19:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
11,2025-05-27 19:19:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
11,2025-05-27 19:19:12,9,2,eMBB,1,file download,133.55489613705262,328.85670969262566
11,2025-05-27 19:19:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
11,2025-05-27 19:19:12,11,1,eMBB,1,video streaming,118.45708638249909,767.1402576667235
11,2025-05-27 19:19:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
11,2025-05-27 19:19:12,13,1,eMBB,1,file download,134.8675536260363,729.5811769509224
11,2025-05-27 19:19:12,14,0,eMBB,1,video streaming,523.0528701019074,164.8191514254324
11,2025-05-27 19:19:12,15,5,URLLC,0,industrial automation,133.08559236397713,623.2031223788631
11,2025-05-27 19:19:12,16,1,eMBB,1,video streaming,201.6336728323485,900.9873806026801
11,2025-05-27 19:19:12,17,5,eMBB,1,AR/VR,186.5639429801725,833.3846273777891
11,2025-05-27 19:19:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
11,2025-05-27 19:19:12,19,4,eMBB,1,video streaming,549.3183443336119,794.0264950164259
11,2025-05-27 19:19:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
11,2025-05-27 19:19:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
11,2025-05-27 19:19:12,22,3,URLLC,1,industrial automation,794.3546936259544,506.1177682197551
11,2025-05-27 19:19:12,23,5,eMBB,1,file download,163.8011151385347,762.8512392816492
11,2025-05-27 19:19:12,24,4,eMBB,1,file download,433.2628112296423,746.5254578141452
11,2025-05-27 19:19:12,25,4,mMTC,1,smart meters,409.39644840254135,676.4828191640132
11,2025-05-27 19:19:12,26,4,mMTC,1,IoT sensors,552.7282014396146,735.4881648032435
11,2025-05-27 19:19:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
11,2025-05-27 19:19:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
11,2025-05-27 19:19:12,29,4,eMBB,1,file download,453.16788354644615,657.4175642403559
11,2025-05-27 19:19:12,30,0,mMTC,1,IoT sensors,494.25823568071297,236.05964157805198
11,2025-05-27 19:19:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
11,2025-05-27 19:19:12,32,2,URLLC,1,industrial automation,245.54175735507084,242.61770554163172
11,2025-05-27 19:19:12,33,5,URLLC,1,remote surgery,354.2424606916313,813.044368992621
11,2025-05-27 19:19:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
11,2025-05-27 19:19:12,35,0,eMBB,0,file download,622.8326942795599,127.7688205866179
11,2025-05-27 19:19:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
11,2025-05-27 19:19:12,37,2,mMTC,1,IoT sensors,199.4995124668718,296.60654982755256
11,2025-05-27 19:19:12,38,3,URLLC,1,remote surgery,778.9444559760559,391.3951358354339
11,2025-05-27 19:19:12,39,4,eMBB,0,AR/VR,442.7753382942839,635.306373880955
12,2025-05-27 19:24:12,0,2,mMTC,0,smart meters,129.07328631118932,290.00217788885084
12,2025-05-27 19:24:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
12,2025-05-27 19:24:12,2,4,URLLC,1,industrial automation,504.5829474542058,646.9342062600199
12,2025-05-27 19:24:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
12,2025-05-27 19:24:12,4,4,mMTC,1,asset tracking,424.07449228123795,642.5365039853262
12,2025-05-27 19:24:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
12,2025-05-27 19:24:12,6,0,mMTC,1,asset tracking,683.9701177061265,172.54203008102567
12,2025-05-27 19:24:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
12,2025-05-27 19:24:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
12,2025-05-27 19:24:12,9,2,eMBB,1,file download,131.2963752690617,331.0390890236796
12,2025-05-27 19:24:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
12,2025-05-27 19:24:12,11,1,eMBB,1,video streaming,118.47474260674764,767.0654834901243
12,2025-05-27 19:24:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
12,2025-05-27 19:24:12,13,1,eMBB,1,file download,134.8675536260363,729.5811769509224
12,2025-05-27 19:24:12,14,0,eMBB,1,video streaming,523.4319660473241,165.08142576897174
12,2025-05-27 19:24:12,15,5,URLLC,0,industrial automation,133.08559236397713,623.2031223788631
12,2025-05-27 19:24:12,16,1,eMBB,1,video streaming,204.45791016206675,903.1288345364734
12,2025-05-27 19:24:12,17,5,eMBB,1,AR/VR,186.5639429801725,833.3846273777891
12,2025-05-27 19:24:12,18,0,eMBB,0,AR/VR,583.6207921332265,135.50947402468648
12,2025-05-27 19:24:12,19,4,eMBB,1,video streaming,549.029459748915,793.8201156239676
12,2025-05-27 19:24:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
12,2025-05-27 19:24:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
12,2025-05-27 19:24:12,22,3,URLLC,1,industrial automation,792.3925035060284,508.07646788914155
12,2025-05-27 19:24:12,23,5,eMBB,1,file download,162.23466712107955,764.7436224800771
12,2025-05-27 19:24:12,24,4,eMBB,1,file download,435.1733191094332,743.7832557904445
12,2025-05-27 19:24:12,25,4,mMTC,1,smart meters,409.33200748235,676.3236488673643
12,2025-05-27 19:24:12,26,4,mMTC,1,IoT sensors,548.2607394694675,738.5790212708702
12,2025-05-27 19:24:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
12,2025-05-27 19:24:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
12,2025-05-27 19:24:12,29,4,eMBB,0,file download,453.16788354644615,657.4175642403559
12,2025-05-27 19:24:12,30,0,mMTC,1,IoT sensors,499.13710553787877,239.61646666667642
12,2025-05-27 19:24:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
12,2025-05-27 19:24:12,32,2,URLLC,1,industrial automation,243.92470638655303,238.62965362830025
12,2025-05-27 19:24:12,33,5,URLLC,1,remote surgery,351.30783413571527,814.0980175580562
12,2025-05-27 19:24:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
12,2025-05-27 19:24:12,35,0,eMBB,0,file download,622.8326942795599,127.7688205866179
12,2025-05-27 19:24:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
12,2025-05-27 19:24:12,37,2,mMTC,1,IoT sensors,199.55367698962306,296.44889789084317
12,2025-05-27 19:24:12,38,3,URLLC,1,remote surgery,778.9444559760559,391.3951358354339
12,2025-05-27 19:24:12,39,4,eMBB,0,AR/VR,442.7753382942839,635.306373880955
13,2025-05-27 19:29:12,0,2,mMTC,1,smart meters,129.07328631118932,290.00217788885084
13,2025-05-27 19:29:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
13,2025-05-27 19:29:12,2,4,URLLC,1,industrial automation,504.5829474542058,646.9342062600199
13,2025-05-27 19:29:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
13,2025-05-27 19:29:12,4,4,mMTC,1,asset tracking,424.07449228123795,642.5365039853262
13,2025-05-27 19:29:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
13,2025-05-27 19:29:12,6,0,mMTC,1,asset tracking,683.9701177061265,172.54203008102567
13,2025-05-27 19:29:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
13,2025-05-27 19:29:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
13,2025-05-27 19:29:12,9,2,eMBB,1,file download,131.2963752690617,331.0390890236796
13,2025-05-27 19:29:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
13,2025-05-27 19:29:12,11,1,eMBB,1,video streaming,118.47474260674764,767.0654834901243
13,2025-05-27 19:29:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
13,2025-05-27 19:29:12,13,1,eMBB,1,file download,134.2620050015737,727.6344074399169
13,2025-05-27 19:29:12,14,0,eMBB,1,video streaming,523.4319660473241,165.08142576897174
13,2025-05-27 19:29:12,15,5,URLLC,0,industrial automation,133.08559236397713,623.2031223788631
13,2025-05-27 19:29:12,16,1,eMBB,1,video streaming,204.45791016206675,903.1288345364734
13,2025-05-27 19:29:12,17,5,eMBB,1,AR/VR,185.9851189099008,835.4925824658482
13,2025-05-27 19:29:12,18,0,eMBB,1,AR/VR,587.5324322066023,134.53708587942847
13,2025-05-27 19:29:12,19,4,eMBB,1,video streaming,549.029459748915,793.8201156239676
13,2025-05-27 19:29:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
13,2025-05-27 19:29:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
13,2025-05-27 19:29:12,22,3,URLLC,1,industrial automation,792.3925035060284,508.07646788914155
13,2025-05-27 19:29:12,23,5,eMBB,1,file download,162.23466712107955,764.7436224800771
13,2025-05-27 19:29:12,24,4,eMBB,1,file download,435.1733191094332,743.7832557904445
13,2025-05-27 19:29:12,25,4,mMTC,1,smart meters,409.33200748235,676.3236488673643
13,2025-05-27 19:29:12,26,4,mMTC,1,IoT sensors,548.2607394694675,738.5790212708702
13,2025-05-27 19:29:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
13,2025-05-27 19:29:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
13,2025-05-27 19:29:12,29,4,eMBB,0,file download,453.16788354644615,657.4175642403559
13,2025-05-27 19:29:12,30,0,mMTC,1,IoT sensors,499.13710553787877,239.61646666667642
13,2025-05-27 19:29:12,31,4,eMBB,0,file download,441.0703077761615,652.8713483996958
13,2025-05-27 19:29:12,32,2,URLLC,1,industrial automation,243.92470638655303,238.62965362830025
13,2025-05-27 19:29:12,33,5,URLLC,1,remote surgery,351.30783413571527,814.0980175580562
13,2025-05-27 19:29:12,34,1,URLLC,0,remote surgery,280.273339130761,798.0055523930598
13,2025-05-27 19:29:12,35,0,eMBB,0,file download,622.8326942795599,127.7688205866179
13,2025-05-27 19:29:12,36,4,eMBB,0,AR/VR,557.9650888559955,740.382069900726
13,2025-05-27 19:29:12,37,2,mMTC,1,IoT sensors,199.55367698962306,296.44889789084317
13,2025-05-27 19:29:12,38,3,URLLC,1,remote surgery,778.9444559760559,391.3951358354339
13,2025-05-27 19:29:12,39,4,eMBB,0,AR/VR,442.7753382942839,635.306373880955
14,2025-05-27 19:34:12,0,2,mMTC,1,smart meters,133.82078312774894,294.8730120404946
14,2025-05-27 19:34:12,1,0,eMBB,0,video streaming,660.0700915949326,284.3481803746572
14,2025-05-27 19:34:12,2,4,URLLC,1,industrial automation,504.5829474542058,646.9342062600199
14,2025-05-27 19:34:12,3,1,mMTC,0,IoT sensors,197.49986595046076,742.000422527101
14,2025-05-27 19:34:12,4,4,mMTC,1,asset tracking,424.07449228123795,642.5365039853262
14,2025-05-27 19:34:12,5,3,mMTC,0,smart meters,974.7703312718696,583.7561110184479
14,2025-05-27 19:34:12,6,0,mMTC,1,asset tracking,683.9701177061265,172.54203008102567
14,2025-05-27 19:34:12,7,5,mMTC,0,IoT sensors,146.89985552532588,638.8421937040185
14,2025-05-27 19:34:12,8,4,URLLC,0,industrial automation,541.9436409602305,646.3762807397883
14,2025-05-27 19:34:12,9,2,eMBB,1,file download,131.2963752690617,331.0390890236796
14,2025-05-27 19:34:12,10,0,eMBB,0,AR/VR,596.9783674126286,150.87656163839284
14,2025-05-27 19:34:12,11,1,eMBB,1,video streaming,118.47474260674764,767.0654834901243
14,2025-05-27 19:34:12,12,3,eMBB,0,AR/VR,914.584775771983,448.9496312353733
14,2025-05-27 19:34:12,13,1,eMBB,1,file download,134.2620050015737,727.6344074399169
14,2025-05-27 19:34:12,14,0,eMBB,1,video streaming,523.4319660473241,165.08142576897174
14,2025-05-27 19:34:12,15,5,URLLC,0,industrial automation,133.08559236397713,623.2031223788631
14,2025-05-27 19:34:12,16,1,eMBB,1,video streaming,204.45791016206675,903.1288345364734
14,2025-05-27 19:34:12,17,5,eMBB,1,AR/VR,185.9851189099008,835.4925824658482
14,2025-05-27 19:34:12,18,0,eMBB,1,AR/VR,587.5324322066023,134.53708587942847
14,2025-05-27 19:34:12,19,4,eMBB,1,video streaming,549.029459748915,793.8201156239676
14,2025-05-27 19:34:12,20,0,eMBB,0,video streaming,583.8409512282636,337.05885336723594
14,2025-05-27 19:34:12,21,5,eMBB,0,AR/VR,198.40432440913915,618.0811295475231
14,2025-05-27 19:34:12,22,3,URLLC,1,industrial automation,792.3925035060284,508.07646788914155
14,2025-05-27 19:34:12,23,5,eMBB,1,file download,162.23466712107955,764.7436224800771
14,2025-05-27 19:34:12,24,4,eMBB,1,file download,435.1733191094332,743.7832557904445
14,2025-05-27 19:34:12,25,4,mMTC,1,smart meters,409.33200748235,676.3236488673643
14,2025-05-27 19:34:12,26,4,mMTC,0,IoT sensors,548.2607394694675,738.5790212708702
14,2025-05-27 19:34:12,27,4,URLLC,0,remote surgery,485.03849794189455,686.0960863738152
14,2025-05-27 19:34:12,28,2,URLLC,0,industrial automation,332.8585530201875,320.48449410157315
14,2025-05-27 19:34:12,29,4,eMBB,0,file download,453.16788354644615,657.4175642403559
